"상품코드","자체 상품코드","진열상태","판매상태","상품분류 번호","상품분류 신상품영역","상품분류 추천상품영역","상품명","영문 상품명","상품명(관리용)","공급사 상품명","모델명","상품 요약설명","상품 간략설명","상품 상세설명","모바일 상품 상세설명 설정","모바일 상품 상세설명","검색어설정","과세구분","소비자가","공급가","상품가","판매가","판매가 대체문구 사용","판매가 대체문구","주문수량 제한 기준","최소 주문수량(이상)","최대 주문수량(이하)","적립금","적립금 구분","공통이벤트 정보","성인인증","옵션사용","품목 구성방식","옵션 표시방식","옵션세트명","옵션입력","옵션 스타일","버튼이미지 설정","색상 설정","필수여부","품절표시 문구","추가입력옵션","추가입력옵션 명칭","추가입력옵션 선택/필수여부","입력글자수(자)","이미지등록(상세)","이미지등록(목록)","이미지등록(작은목록)","이미지등록(축소)","이미지등록(추가)","제조사","공급사","브랜드","트렌드","자체분류 코드","제조일자","출시일자","유효기간 사용여부","유효기간","원산지","상품부피(cm)","상품결제안내","상품배송안내","교환/반품안내","서비스문의/안내","배송정보","배송방법","국내/해외배송","배송지역","배송비 선결제 설정","배송기간","배송비 구분","배송비입력","스토어픽업 설정","상품 전체중량(kg)","HS코드","상품 구분(해외통관)","상품소재","영문 상품소재(해외통관)","옷감(해외통관)","검색엔진최적화(SEO) 검색엔진 노출 설정","검색엔진최적화(SEO) Title","검색엔진최적화(SEO) Author","검색엔진최적화(SEO) Description","검색엔진최적화(SEO) Keywords","검색엔진최적화(SEO) 상품 이미지 Alt 텍스트","개별결제수단설정","상품배송유형 코드","메모"
"","SAF2026-258","Y","Y","43","Y","Y","수하석상 - 민병산","","[258] 민병산","","","회화 | 종이에 먹 | 135.3x24cm","민병산(閔炳山, 1928~1990) 작가는 '거리의 철학자', '한국의 디오게네스'로 불린 충북 청주 출신의 문필가, 서예가로, 자유분방한 삶과 독특한 '민병산체' 서체, 그리고 '철학의 즐거움' 같은 산문집으로 알려져 있으며, 세속을 초월한 삶을 실천했던 예술가다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">수하석상</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">민병산</p><p style=""color: #888;"">종이에 먹 | 135.3x24cm | 1986</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">민병산(閔炳山, 1928~1990) 작가는 '거리의 철학자', '한국의 디오게네스'로 불린 충북 청주 출신의 문필가, 서예가로, 자유분방한 삶과 독특한 '민병산체' 서체, 그리고 '철학의 즐거움' 같은 산문집으로 알려져 있으며, 세속을 초월한 삶을 실천했던 예술가다.</p></div></div>","A","","민병산,회화,씨앗페,SAF2026,미술,예술,작품","B","5000000","5000000","5000000","5000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","258.png","258.png","258.png","258.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-259","Y","Y","43","Y","Y","Hope 013 - 하선영","","[259] 하선영","","","회화 | wax pastel on paper | 57x76cm","하선영은 홍익대학교에서 회화를 전공한 후 프랑스 아를국립사진학교에서 사진을 전공하였다. 나무의 초상화 작업과, 이후 팬데믹 시대의 힘겨운 사람들에게 아름다운 세계의 자연을 소재로 한 작품으로 우리에게 위안을 주는 작업을 계속하고 있다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">Hope 013</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">하선영</p><p style=""color: #888;"">wax pastel on paper | 57x76cm | 2021</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">하선영은 홍익대학교에서 회화를 전공한 후 프랑스 아를국립사진학교에서 사진을 전공하였다. 나무의 초상화 작업과, 이후 팬데믹 시대의 힘겨운 사람들에게 아름다운 세계의 자연을 소재로 한 작품으로 우리에게 위안을 주는 작업을 계속하고 있다.</p></div></div>","A","","하선영,회화,씨앗페,SAF2026,미술,예술,작품","B","1200000","1200000","1200000","1200000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","259.png","259.png","259.png","259.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-260","Y","Y","43","Y","Y","녹색발 - 류준화","","[260] 류준화","","","회화 | 캔버스위에 아크릴, 콘테, 석회 | 72.7x60.6cm","류준화는 1990년대부터 현재까지 한국 여성주의 미술의 최전선에서 활동하며, 가부장적 사회가 규정한 여성의 역할을 해체하고 그 속에 감춰진 억압의 굴레를 시각화해 온 작가입니다. 그의 예술 세계는 단순히 여성을 묘사하는 데 그치지 않고, 사회적 금기에 도전하거나 남성 중심적인 시각 시스템을 전복시키는 강력한 예술적 실천을 지향합니다.\n초기 작업에서 그는 성폭력이나 성매매와 같은 사회적 폭력의 희생자가 된 여성들의 현실을 화폭에 담아내며 당시 사회에 무거운 경종을 울렸습니다. 특히 '매춘(賣春)'이라는 단어에서 '파는 행위'가 아닌 '사는 행위'에 주목하여 성을 구매하는 남성의 책임을 강조하는 등, 언어와 이미지를 통해 지배적인 통념을 뒤집는 날카로운 통찰력을 보여주었습니다.\n또한, 바비 인형과 같은 대중적 오브제나 사진, 설치 작업을 활용하여 현대 사회가 여성에게 강요하는 '정숙한 아내'와 '성적 대상'이라는 이중적인 잣대를 비판했습니다. 관습적으로 남성의 전유물이었던 '관찰하는 시선'을 빼앗아 남성을 관찰의 대상으로 치환하거나, 기혼 여성의 개성을 지워버리는 '집사람'이라는 호칭 뒤에 숨은 폭력성을 유령 같은 형상으로 그려내기도 했습니다.\n그의 활동은 개인적인 창작에 머물지 않고 페미니스트 아티스트 그룹 '입김'을 통해 공동체적인 목소리로 확장되었습니다. 종묘라는 가부장적 상징 공간을 여성의 생명력이 깃든 '아방궁(아름답고 방자한 자궁)'으로 재해석하려 했던 시도는 한국 여성주의 미술사에서 가장 상징적이고 저항적인 사건으로 평가받습니다.\n최근에는 신화 속 바리데기나 역사 속 여성 독립운동가들을 재조명하며, 가부장제 역사관에 의해 가려졌던 여성들의 서사를 복원하는 데 주력하고 있습니다. 이처럼 류준화의 작업은 과거의 상처를 고발하는 것에서 나아가, 잊힌 여성의 역사를 발굴하고 새로운 여성 주체성을 세워가는 역사적 재조명의 과정으로 나아가고 있습니다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">녹색발</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">류준화</p><p style=""color: #888;"">캔버스위에 아크릴, 콘테, 석회 | 72.7x60.6cm | 2015</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">류준화는 1990년대부터 현재까지 한국 여성주의 미술의 최전선에서 활동하며, 가부장적 사회가 규정한 여성의 역할을 해체하고 그 속에 감춰진 억압의 굴레를 시각화해 온 작가입니다. 그의 예술 세계는 단순히 여성을 묘사하는 데 그치지 않고, 사회적 금기에 도전하거나 남성 중심적인 시각 시스템을 전복시키는 강력한 예술적 실천을 지향합니다.\n초기 작업에서 그는 성폭력이나 성매매와 같은 사회적 폭력의 희생자가 된 여성들의 현실을 화폭에 담아내며 당시 사회에 무거운 경종을 울렸습니다. 특히 '매춘(賣春)'이라는 단어에서 '파는 행위'가 아닌 '사는 행위'에 주목하여 성을 구매하는 남성의 책임을 강조하는 등, 언어와 이미지를 통해 지배적인 통념을 뒤집는 날카로운 통찰력을 보여주었습니다.\n또한, 바비 인형과 같은 대중적 오브제나 사진, 설치 작업을 활용하여 현대 사회가 여성에게 강요하는 '정숙한 아내'와 '성적 대상'이라는 이중적인 잣대를 비판했습니다. 관습적으로 남성의 전유물이었던 '관찰하는 시선'을 빼앗아 남성을 관찰의 대상으로 치환하거나, 기혼 여성의 개성을 지워버리는 '집사람'이라는 호칭 뒤에 숨은 폭력성을 유령 같은 형상으로 그려내기도 했습니다.\n그의 활동은 개인적인 창작에 머물지 않고 페미니스트 아티스트 그룹 '입김'을 통해 공동체적인 목소리로 확장되었습니다. 종묘라는 가부장적 상징 공간을 여성의 생명력이 깃든 '아방궁(아름답고 방자한 자궁)'으로 재해석하려 했던 시도는 한국 여성주의 미술사에서 가장 상징적이고 저항적인 사건으로 평가받습니다.\n최근에는 신화 속 바리데기나 역사 속 여성 독립운동가들을 재조명하며, 가부장제 역사관에 의해 가려졌던 여성들의 서사를 복원하는 데 주력하고 있습니다. 이처럼 류준화의 작업은 과거의 상처를 고발하는 것에서 나아가, 잊힌 여성의 역사를 발굴하고 새로운 여성 주체성을 세워가는 역사적 재조명의 과정으로 나아가고 있습니다.</p></div></div>","A","","류준화,회화,씨앗페,SAF2026,미술,예술,작품","B","5000000","5000000","5000000","5000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","260.png","260.png","260.png","260.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-261","Y","Y","43","Y","Y","Middle ground - 정재철","","[261] 정재철","","","회화 | oil on canvas | 73x53cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">Middle ground</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">정재철</p><p style=""color: #888;"">oil on canvas | 73x53cm | 2021</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;""></p></div></div>","A","","정재철,회화,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","261.png","261.png","261.png","261.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-262","Y","Y","43","Y","Y","folded tint - 정희진","","[262] 정희진","","","회화 | acrylic, gouache, gel on modeling made canvas | 61x61cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">folded tint</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">정희진</p><p style=""color: #888;"">acrylic, gouache, gel on modeling made canvas | 61x61cm | 2021</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;""></p></div></div>","A","","정희진,회화,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","262.png","262.png","262.png","262.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-263","Y","Y","43","Y","Y","월정교 - 김주희","","[263] 김주희","","","회화 | oil on canvas | 31.8x31.8cm","이미지 오버랩 작가 김주희 입니다 저는 잊지못할 추억, 기억의 순간들을 오버랩합니다. 반복적인 중첩과 전혀 다른 공간의 오버랩을 통해 기억을 되새기고 또는 합성합니다. ""그리다"" 라는 말은 ""그리워하다""에서 파생되었듯이 그리운 것들을 사랑하고 보고싶은 것들을 보고 또 보고 사진으로 찍어 겹쳐 작업합니다 그림속 이미지는 계속 중첩하여  파괴되는 것이 아니라 더 선명하게 되살아납니다 이는 현대인들의 욕망 가지고 싶은 것들 사라져버리는 것에 대한 아쉬움 을 포함하고  있습니다","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">월정교</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">김주희</p><p style=""color: #888;"">oil on canvas | 31.8x31.8cm | 2020</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이미지 오버랩 작가 김주희 입니다 저는 잊지못할 추억, 기억의 순간들을 오버랩합니다. 반복적인 중첩과 전혀 다른 공간의 오버랩을 통해 기억을 되새기고 또는 합성합니다. ""그리다"" 라는 말은 ""그리워하다""에서 파생되었듯이 그리운 것들을 사랑하고 보고싶은 것들을 보고 또 보고 사진으로 찍어 겹쳐 작업합니다 그림속 이미지는 계속 중첩하여  파괴되는 것이 아니라 더 선명하게 되살아납니다 이는 현대인들의 욕망 가지고 싶은 것들 사라져버리는 것에 대한 아쉬움 을 포함하고  있습니다</p></div></div>","A","","김주희,회화,씨앗페,SAF2026,미술,예술,작품","B","500000","500000","500000","500000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","263.png","263.png","263.png","263.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-264","Y","Y","43","Y","Y","제주 섭지코지 - 김주희","","[264] 김주희","","","회화 | oil on canvas | 53x33.3cm","이미지 오버랩 작가 김주희 입니다 저는 잊지못할 추억, 기억의 순간들을 오버랩합니다. 반복적인 중첩과 전혀 다른 공간의 오버랩을 통해 기억을 되새기고 또는 합성합니다. ""그리다"" 라는 말은 ""그리워하다""에서 파생되었듯이 그리운 것들을 사랑하고 보고싶은 것들을 보고 또 보고 사진으로 찍어 겹쳐 작업합니다 그림속 이미지는 계속 중첩하여  파괴되는 것이 아니라 더 선명하게 되살아납니다 이는 현대인들의 욕망 가지고 싶은 것들 사라져버리는 것에 대한 아쉬움 을 포함하고  있습니다","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">제주 섭지코지</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">김주희</p><p style=""color: #888;"">oil on canvas | 53x33.3cm | 2019</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이미지 오버랩 작가 김주희 입니다 저는 잊지못할 추억, 기억의 순간들을 오버랩합니다. 반복적인 중첩과 전혀 다른 공간의 오버랩을 통해 기억을 되새기고 또는 합성합니다. ""그리다"" 라는 말은 ""그리워하다""에서 파생되었듯이 그리운 것들을 사랑하고 보고싶은 것들을 보고 또 보고 사진으로 찍어 겹쳐 작업합니다 그림속 이미지는 계속 중첩하여  파괴되는 것이 아니라 더 선명하게 되살아납니다 이는 현대인들의 욕망 가지고 싶은 것들 사라져버리는 것에 대한 아쉬움 을 포함하고  있습니다</p></div></div>","A","","김주희,회화,씨앗페,SAF2026,미술,예술,작품","B","1000000","1000000","1000000","1000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","264.png","264.png","264.png","264.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-265","Y","Y","43","Y","Y","사랑만들기 - 김주호","","[265] 김주호","","","조각 | 조각 철판 8T | 33x20x9cm","김주호는 서울대학교 미술대학 조소과와 동 대학원을 졸업하고, <사람사이>(관훈갤러리, 20120, <생생풍경>(가회동 60, 2012) 개인전 및 다수의 기획전에 참여해 왔으먀 국립현대미술관, 대전시립미술관, 소마미술관 등에 작품이 소장되어 있다. 그는 사람과 일상의 풍경을 작가 특유의 사색과 여유로 재해석하여 입체 혹은 평면작업들을 일관되게 이끌어 왔다. 일상으로부터 시작된 작가의 사색적 자세는 우리 주변으로부터 다양한 이야기를 이끌어내며 공감과 소통을 이끌어 낸다.\n작품 <조오타!>는 세상을 보는 호기심을, <세상을 보는 창>의 돋보기 형상은 대상을 투시하고 관계를 명확하게 보고자 하는 시선을 의미한다. 이런 독특한 작가의 조형적 인물 묘사는 돌고 도는 사람으로 연결되어 우리 삶의 인간관계를 말하는 듯하다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">사랑만들기</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">김주호</p><p style=""color: #888;"">조각 철판 8T | 33x20x9cm | 2013</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">김주호는 서울대학교 미술대학 조소과와 동 대학원을 졸업하고, <사람사이>(관훈갤러리, 20120, <생생풍경>(가회동 60, 2012) 개인전 및 다수의 기획전에 참여해 왔으먀 국립현대미술관, 대전시립미술관, 소마미술관 등에 작품이 소장되어 있다. 그는 사람과 일상의 풍경을 작가 특유의 사색과 여유로 재해석하여 입체 혹은 평면작업들을 일관되게 이끌어 왔다. 일상으로부터 시작된 작가의 사색적 자세는 우리 주변으로부터 다양한 이야기를 이끌어내며 공감과 소통을 이끌어 낸다.\n작품 <조오타!>는 세상을 보는 호기심을, <세상을 보는 창>의 돋보기 형상은 대상을 투시하고 관계를 명확하게 보고자 하는 시선을 의미한다. 이런 독특한 작가의 조형적 인물 묘사는 돌고 도는 사람으로 연결되어 우리 삶의 인간관계를 말하는 듯하다.</p></div></div>","A","","김주호,조각,씨앗페,SAF2026,미술,예술,작품","B","1000000","1000000","1000000","1000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","265.png","265.png","265.png","265.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-266","Y","Y","43","Y","Y","폭발의 다음 - 김유진","","[266] 김유진","","","회화 | paint on paper | 26x18cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">폭발의 다음</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">김유진</p><p style=""color: #888;"">paint on paper | 26x18cm | 2021</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;""></p></div></div>","A","","김유진,회화,씨앗페,SAF2026,미술,예술,작품","B","200000","200000","200000","200000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","266.png","266.png","266.png","266.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-267","Y","Y","43","Y","Y","이동식 정원 69-사라지는 3 - 고자영","","[267] 고자영","","","회화 | 캔버스에 유채, 아크릴채색 | 60x60cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">이동식 정원 69-사라지는 3</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">고자영</p><p style=""color: #888;"">캔버스에 유채, 아크릴채색 | 60x60cm | 2012</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;""></p></div></div>","A","","고자영,회화,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","267.png","267.png","267.png","267.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-268","Y","Y","43","Y","Y","기억의 목소리 - 고현주","","[268] 고현주","","","회화 | Archival Pigment print / Hahnemuhle William Turner (Edition 54/100) | 11x40inch","1964년 서귀포에서 난 고현주 작가는 2008년부터 안양소년원 아이들에게 사진 찍기를 가르치며 삶의 희망을 전하는 ‘꿈꾸는 카메라' 작업을 했다. 2016년 암 선고를 받고 2년 후인 2018년부터 제주 4·3 사건 체험자들의 기억을 기록하는 작업을 해 그 결과물이 허은실씨가 글을 쓴 책 <기억의 목소리: 사물에 스민 제주 4·3 이야기>(문학동네)로 나왔고, 제8회 고정희상을 받았다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">기억의 목소리</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">고현주</p><p style=""color: #888;"">Archival Pigment print / Hahnemuhle William Turner (Edition 54/100) | 11x40inch | 2021</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">1964년 서귀포에서 난 고현주 작가는 2008년부터 안양소년원 아이들에게 사진 찍기를 가르치며 삶의 희망을 전하는 ‘꿈꾸는 카메라' 작업을 했다. 2016년 암 선고를 받고 2년 후인 2018년부터 제주 4·3 사건 체험자들의 기억을 기록하는 작업을 해 그 결과물이 허은실씨가 글을 쓴 책 <기억의 목소리: 사물에 스민 제주 4·3 이야기>(문학동네)로 나왔고, 제8회 고정희상을 받았다.</p></div></div>","A","","고현주,회화,씨앗페,SAF2026,미술,예술,작품","B","300000","300000","300000","300000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","268.png","268.png","268.png","268.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-269","Y","Y","43","Y","Y","풀 - 최연택","","[269] 최연택","","","회화 | 천위에 유채 | 37.9x45.5cm","최연택 작가는 화가, 도예 디자이너, 작가로 활동하며, 특히 그림과 글을 결합한 에세이, 동화책 삽화, 도자기 디자인 등 다양한 분야에서 활동하는 다재다능한 예술가다. 주요 작품으로는 『하루를 더 살기로 했다』, 『무정』 등의 삽화 작업이 있으며, 과거 청와대 식기 디자인에 참여하고 신영복 선생님과 작업하는 등 폭넓은 이력을 가졌다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">풀</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최연택</p><p style=""color: #888;"">천위에 유채 | 37.9x45.5cm | 2025</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">최연택 작가는 화가, 도예 디자이너, 작가로 활동하며, 특히 그림과 글을 결합한 에세이, 동화책 삽화, 도자기 디자인 등 다양한 분야에서 활동하는 다재다능한 예술가다. 주요 작품으로는 『하루를 더 살기로 했다』, 『무정』 등의 삽화 작업이 있으며, 과거 청와대 식기 디자인에 참여하고 신영복 선생님과 작업하는 등 폭넓은 이력을 가졌다.</p></div></div>","A","","최연택,회화,씨앗페,SAF2026,미술,예술,작품","B","1800000","1800000","1800000","1800000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","269.png","269.png","269.png","269.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-270","Y","Y","43","Y","Y","멸(滅) - 박불똥","","[270] 박불똥","","","회화 | 디지털 프린트 | 40.7x58.5cm","1956년 경상남도 하동에서 태어났고, 홍익대학교에서 서양화를 공부했다. 추상화풍의 미술교육에 염증을 느낀 그는 대신, 사회 참여 예술을 지향하는 미술인 동인 ‘현실과 발언’의 멤버가 되어 활발한 활동을 펼친다. 1985년 박불똥은 《한국미술, 20대의 힘》 전시를 기획하고 작품을 출품하였으나 경찰에 의해 전시가 문을 닫게 되었는데, 이는 한국미술사에서 공권력에 의해 강제로 막을 내린 첫 번째 전시로 기록되고 있다. 사진을 개념적으로 접근하는 포토몽타주 작업에서 탁월한 성과를 내기도 했으며, 쿠바의 아바나비엔날레, 광주비엔날레를 비롯해서 국내외 크고 작은 무수한 단체전에 참여하였으며, 2012년까지 11번의 개인전을 갖기도 했다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">멸(滅)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">박불똥</p><p style=""color: #888;"">디지털 프린트 | 40.7x58.5cm | 1992</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">1956년 경상남도 하동에서 태어났고, 홍익대학교에서 서양화를 공부했다. 추상화풍의 미술교육에 염증을 느낀 그는 대신, 사회 참여 예술을 지향하는 미술인 동인 ‘현실과 발언’의 멤버가 되어 활발한 활동을 펼친다. 1985년 박불똥은 《한국미술, 20대의 힘》 전시를 기획하고 작품을 출품하였으나 경찰에 의해 전시가 문을 닫게 되었는데, 이는 한국미술사에서 공권력에 의해 강제로 막을 내린 첫 번째 전시로 기록되고 있다. 사진을 개념적으로 접근하는 포토몽타주 작업에서 탁월한 성과를 내기도 했으며, 쿠바의 아바나비엔날레, 광주비엔날레를 비롯해서 국내외 크고 작은 무수한 단체전에 참여하였으며, 2012년까지 11번의 개인전을 갖기도 했다.</p></div></div>","A","","박불똥,회화,씨앗페,SAF2026,미술,예술,작품","B","300000","300000","300000","300000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","270.png","270.png","270.png","270.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-271","Y","Y","43","Y","Y","사과 - 이동구","","[271] 이동구","","","회화 | 도자 | 9x9cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">사과</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이동구</p><p style=""color: #888;"">도자 | 9x9cm | 확인 중</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;""></p></div></div>","A","","이동구,회화,씨앗페,SAF2026,미술,예술,작품","B","70000","70000","70000","70000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","271.png","271.png","271.png","271.png","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
